,MasterGame,Team1,Team2,T1S,T1G,T1B,T2S,T2G,T2B,venue,localtime,round,is_final,year,T1SS,T2SS,ssmargin,Own_Game_Number,Opp_Game_Number,date,Margin,T1_Days_Since_Last_Game,T2_Days_Since_Last_Game,T1_Xscore,T2_Xscore,T1_Game_at_Venue,T2_Game_at_Venue,T1status,T2status,Previous_Own_Orating,Previous_Own_Drating,Previous_Opp_Orating,Previous_Opp_Drating,New_Own_Orating,New_Own_Drating,New_Opp_Orating,New_Opp_Drating,Expected_Margin,Win_Prob
87,44,Carlton,Western Bulldogs,119,18,11,91,13,13,Docklands,2014-04-20 16:40:00,5,0,2014,29,26,3,5,5,2014-04-20 16:40:00,28,8.0,8.0,106.89,92.8,2,3,Away,Home,-10.27,-29.34,-4.61,-10.17,-0.0,-26.04,-7.91,-20.44,-12.41,0.44
88,45,Geelong,Hawthorn,106,15,16,87,12,15,M.C.G.,2014-04-21 15:20:00,5,0,2014,31,27,4,5,5,2014-04-21 15:20:00,19,8.0,8.0,98.21,87.82,2,2,Home,Away,26.75,59.26,69.33,27.96,32.86,61.35,67.23,21.85,-5.64,0.47
89,45,Hawthorn,Geelong,87,12,15,106,15,16,M.C.G.,2014-04-21 15:20:00,5,0,2014,27,31,4,5,5,2014-04-21 15:20:00,-19,8.0,8.0,87.82,98.21,2,2,Away,Home,69.33,27.96,26.75,59.26,67.23,21.85,32.86,61.35,5.64,0.53
90,46,Collingwood,Essendon,83,12,11,60,8,12,M.C.G.,2014-04-25 14:40:00,6,0,2014,23,20,3,6,6,2014-04-25 14:40:00,23,6.0,5.0,91.5,62.08,4,2,Home,Away,9.58,21.26,-15.36,18.29,13.6,24.17,-18.27,14.27,13.96,0.57
91,46,Essendon,Collingwood,60,8,12,83,12,11,M.C.G.,2014-04-25 14:40:00,6,0,2014,20,23,3,6,6,2014-04-25 14:40:00,-23,5.0,6.0,62.08,91.5,2,4,Away,Home,-15.36,18.29,9.58,21.26,-18.27,14.27,13.6,24.17,-13.96,0.43
92,47,North Melbourne,Fremantle,74,10,14,61,8,13,Subiaco,2014-04-25 18:45:00,6,0,2014,24,21,3,6,6,2014-04-25 20:45:00,13,6.0,6.0,79.72,69.95,1,3,Away,Home,-25.49,7.6,-6.11,18.36,-18.88,12.11,-10.62,11.75,-15.07,0.42
93,47,Fremantle,North Melbourne,61,8,13,74,10,14,Subiaco,2014-04-25 18:45:00,6,0,2014,21,24,3,6,6,2014-04-25 20:45:00,-13,6.0,6.0,69.95,79.72,3,1,Home,Away,-6.11,18.36,-25.49,7.6,-10.62,11.75,-18.88,12.11,15.07,0.58
94,48,Brisbane Lions,St Kilda,82,12,10,79,11,13,Wellington,2014-04-25 19:45:00,6,0,2014,22,24,2,6,6,2014-04-25 17:45:00,3,7.0,5.0,66.97,93.37,1,1,Away,Home,-49.26,-46.54,-25.29,0.2,-47.11,-44.69,-27.14,-1.96,-35.35,0.32
95,48,St Kilda,Brisbane Lions,79,11,13,82,12,10,Wellington,2014-04-25 19:45:00,6,0,2014,24,22,2,6,6,2014-04-25 17:45:00,-3,5.0,7.0,93.37,66.97,1,1,Home,Away,-25.29,0.2,-49.26,-46.54,-27.14,-1.96,-47.11,-44.69,35.35,0.68
96,49,Greater Western Sydney,Gold Coast,94,13,16,134,20,14,Carrara,2014-04-26 13:40:00,6,0,2014,29,34,5,6,6,2014-04-26 13:40:00,-40,6.0,5.0,97.76,127.39,1,4,Away,Home,-17.36,-9.1,-12.74,-1.09,-8.85,-28.05,6.21,-9.6,-6.32,0.47
97,49,Gold Coast,Greater Western Sydney,134,20,14,94,13,16,Carrara,2014-04-26 13:40:00,6,0,2014,34,29,5,6,6,2014-04-26 13:40:00,40,5.0,6.0,127.39,97.76,4,1,Home,Away,-12.74,-1.09,-17.36,-9.1,6.21,-9.6,-8.85,-28.05,6.32,0.53
98,50,West Coast,Carlton,89,12,17,92,14,8,Docklands,2014-04-26 16:40:00,6,0,2014,29,22,7,6,6,2014-04-26 16:40:00,-3,6.0,6.0,103.15,83.04,1,3,Away,Home,4.03,33.27,-0.0,-26.04,4.58,27.54,5.73,-26.59,31.67,0.66
99,50,Carlton,West Coast,92,14,8,89,12,17,Docklands,2014-04-26 16:40:00,6,0,2014,22,29,7,6,6,2014-04-26 16:40:00,3,6.0,6.0,83.04,103.15,3,1,Home,Away,-0.0,-26.04,4.03,33.27,5.73,-26.59,4.58,27.54,-31.67,0.34
100,51,Sydney,Melbourne,69,9,15,38,5,8,M.C.G.,2014-04-26 19:40:00,6,0,2014,24,13,11,6,6,2014-04-26 19:40:00,31,7.0,6.0,78.86,47.63,1,4,Away,Home,-10.92,5.45,-47.64,-1.57,-12.42,11.14,-53.33,-0.07,21.87,0.61
101,51,Melbourne,Sydney,38,5,8,69,9,15,M.C.G.,2014-04-26 19:40:00,6,0,2014,13,24,11,6,6,2014-04-26 19:40:00,-31,6.0,7.0,47.63,78.86,4,1,Home,Away,-47.64,-1.57,-10.92,5.45,-53.33,-0.07,-12.42,11.14,-21.87,0.39
102,52,Adelaide,Western Bulldogs,92,13,14,83,12,11,Docklands,2014-04-27 13:10:00,6,0,2014,27,23,4,6,6,2014-04-27 13:10:00,9,7.0,6.0,105.05,92.18,2,4,Away,Home,30.59,3.72,-7.91,-20.44,27.3,-1.25,-2.93,-17.15,31.33,0.66
103,52,Western Bulldogs,Adelaide,83,12,11,92,13,14,Docklands,2014-04-27 13:10:00,6,0,2014,23,27,4,6,6,2014-04-27 13:10:00,-9,6.0,7.0,92.18,105.05,4,2,Home,Away,-7.91,-20.44,30.59,3.72,-2.93,-17.15,27.3,-1.25,-31.33,0.34
104,53,Hawthorn,Richmond,118,18,10,52,7,10,M.C.G.,2014-04-27 15:20:00,6,0,2014,28,17,11,6,6,2014-04-27 15:20:00,66,6.0,9.0,96.89,53.49,3,3,Away,Home,67.23,21.85,-30.11,-25.08,51.05,25.17,-33.43,-8.9,72.14,0.82
105,53,Richmond,Hawthorn,52,7,10,118,18,10,M.C.G.,2014-04-27 15:20:00,6,0,2014,17,28,11,6,6,2014-04-27 15:20:00,-66,9.0,6.0,53.49,96.89,3,3,Home,Away,-30.11,-25.08,67.23,21.85,-33.43,-8.9,51.05,25.17,-72.14,0.18
106,54,Port Adelaide,Geelong,107,16,11,67,9,13,Adelaide Oval,2014-04-27 16:10:00,6,0,2014,27,22,5,6,6,2014-04-27 16:40:00,40,7.0,6.0,108.63,77.54,3,1,Home,Away,30.59,11.81,32.86,61.35,47.22,20.71,23.96,44.73,-25.9,0.37
107,54,Geelong,Port Adelaide,67,9,13,107,16,11,Adelaide Oval,2014-04-27 16:10:00,6,0,2014,22,27,5,6,6,2014-04-27 16:40:00,-40,6.0,7.0,77.54,108.63,1,3,Away,Home,32.86,61.35,30.59,11.81,23.96,44.73,47.22,20.71,25.9,0.63
108,55,Carlton,Collingwood,70,10,10,104,14,20,M.C.G.,2014-05-02 19:50:00,7,0,2014,20,34,14,7,7,2014-05-02 19:50:00,-34,6.0,7.0,66.67,100.16,4,5,Home,Away,5.73,-26.59,13.6,24.17,1.42,-23.92,10.93,28.47,-29.31,0.35
109,55,Collingwood,Carlton,104,14,20,70,10,10,M.C.G.,2014-05-02 19:50:00,7,0,2014,34,20,14,7,7,2014-05-02 19:50:00,34,7.0,6.0,100.16,66.67,5,4,Away,Home,13.6,24.17,5.73,-26.59,10.93,28.47,1.42,-23.92,29.31,0.65
110,56,Hawthorn,St Kilda,175,27,13,30,4,6,M.C.G.,2014-05-03 13:45:00,7,0,2014,40,10,30,7,7,2014-05-03 13:45:00,145,5.0,7.0,156.41,21.56,4,1,Home,Away,51.05,25.17,-27.14,-1.96,67.89,40.5,-42.48,-18.81,52.66,0.75
111,56,St Kilda,Hawthorn,30,4,6,175,27,13,M.C.G.,2014-05-03 13:45:00,7,0,2014,10,40,30,7,7,2014-05-03 13:45:00,-145,7.0,5.0,21.56,156.41,1,4,Away,Home,-27.14,-1.96,51.05,25.17,-42.48,-18.81,67.89,40.5,-52.66,0.25
112,57,Greater Western Sydney,Port Adelaide,97,15,7,132,20,12,UNSW Canberra Oval,2014-05-03 14:10:00,7,0,2014,22,32,10,7,7,2014-05-03 14:10:00,-35,7.0,5.0,80.08,123.32,2,1,Home,Away,-8.85,-28.05,47.22,20.71,-5.72,-27.58,46.75,17.58,-52.41,0.25
113,57,Port Adelaide,Greater Western Sydney,132,20,12,97,15,7,UNSW Canberra Oval,2014-05-03 14:10:00,7,0,2014,32,22,10,7,7,2014-05-03 14:10:00,35,5.0,7.0,123.32,80.08,1,2,Away,Home,47.22,20.71,-8.85,-28.05,46.75,17.58,-5.72,-27.58,52.41,0.75
114,58,Melbourne,Adelaide,70,11,4,67,9,13,Adelaide Oval,2014-05-03 16:10:00,7,0,2014,15,22,7,7,7,2014-05-03 16:40:00,3,6.0,6.0,53.51,81.45,1,4,Away,Home,-53.33,-0.07,27.3,-1.25,-56.2,7.42,19.81,1.62,-39.72,0.3
115,58,Adelaide,Melbourne,67,9,13,70,11,4,Adelaide Oval,2014-05-03 16:10:00,7,0,2014,22,15,7,7,7,2014-05-03 16:40:00,-3,6.0,6.0,81.45,53.51,4,1,Home,Away,27.3,-1.25,-53.33,-0.07,19.81,1.62,-56.2,7.42,39.72,0.7
116,59,Brisbane Lions,Sydney,44,6,8,123,18,15,Gabba,2014-05-03 19:40:00,7,0,2014,14,33,19,7,7,2014-05-03 19:40:00,-79,8.0,7.0,50.73,116.68,3,1,Home,Away,-47.11,-44.69,-12.42,11.14,-49.86,-50.04,-7.07,13.89,-45.26,0.28
117,59,Sydney,Brisbane Lions,123,18,15,44,6,8,Gabba,2014-05-03 19:40:00,7,0,2014,33,14,19,7,7,2014-05-03 19:40:00,79,7.0,8.0,116.68,50.73,1,3,Away,Home,-12.42,11.14,-47.11,-44.69,-7.07,13.89,-49.86,-50.04,45.26,0.72
118,60,Western Bulldogs,Essendon,65,9,11,73,10,13,Docklands,2014-05-03 19:40:00,7,0,2014,20,23,3,7,7,2014-05-03 19:40:00,-8,6.0,8.0,63.6,75.0,5,4,Away,Home,-2.93,-17.15,-18.27,14.27,-8.68,-12.72,-22.7,20.02,-8.04,0.46
119,60,Essendon,Western Bulldogs,73,10,13,65,9,11,Docklands,2014-05-03 19:40:00,7,0,2014,23,20,3,7,7,2014-05-03 19:40:00,8,8.0,6.0,75.0,63.6,4,5,Home,Away,-18.27,14.27,-2.93,-17.15,-22.7,20.02,-8.68,-12.72,8.04,0.54
120,61,Gold Coast,North Melbourne,120,18,12,77,11,11,Docklands,2014-05-04 13:10:00,7,0,2014,30,22,8,7,7,2014-05-04 13:10:00,43,7.0,8.0,107.15,65.51,1,4,Away,Home,6.21,-9.6,-18.88,12.11,15.3,-3.05,-25.43,3.02,1.69,0.51
121,61,North Melbourne,Gold Coast,77,11,11,120,18,12,Docklands,2014-05-04 13:10:00,7,0,2014,22,30,8,7,7,2014-05-04 13:10:00,-43,8.0,7.0,65.51,107.15,4,1,Home,Away,-18.88,12.11,6.21,-9.6,-25.43,3.02,15.3,-3.05,-1.69,0.49
122,62,West Coast,Fremantle,54,7,12,73,11,7,Subiaco,2014-05-04 14:40:00,7,0,2014,19,18,1,7,7,2014-05-04 16:40:00,-19,8.0,8.0,72.23,68.58,4,4,Home,Away,4.58,27.54,-10.62,11.75,0.25,27.24,-10.32,16.09,15.5,0.58
123,62,Fremantle,West Coast,73,11,7,54,7,12,Subiaco,2014-05-04 14:40:00,7,0,2014,18,19,1,7,7,2014-05-04 16:40:00,19,8.0,8.0,68.58,72.23,4,4,Away,Home,-10.62,11.75,4.58,27.54,-10.32,16.09,0.25,27.24,-15.5,0.42
124,63,Richmond,Geelong,76,12,4,81,11,15,M.C.G.,2014-05-04 15:20:00,7,0,2014,16,26,10,7,7,2014-05-04 15:20:00,-5,7.0,6.0,57.0,79.14,4,3,Away,Home,-33.43,-8.9,23.96,44.73,-29.83,0.57,14.5,41.13,-55.51,0.24
125,63,Geelong,Richmond,81,11,15,76,12,4,M.C.G.,2014-05-04 15:20:00,7,0,2014,26,16,10,7,7,2014-05-04 15:20:00,5,6.0,7.0,79.14,57.0,3,4,Home,Away,23.96,44.73,-33.43,-8.9,14.5,41.13,-29.83,0.57,55.51,0.76
126,64,Sydney,Hawthorn,107,15,17,88,13,10,Stadium Australia,2014-05-09 19:50:00,8,0,2014,32,23,9,8,8,2014-05-09 19:50:00,19,6.0,6.0,112.42,84.73,2,1,Home,Away,-7.07,13.89,67.89,40.5,9.83,23.88,57.91,23.61,-50.79,0.26
127,64,Hawthorn,Sydney,88,13,10,107,15,17,Stadium Australia,2014-05-09 19:50:00,8,0,2014,23,32,9,8,8,2014-05-09 19:50:00,-19,6.0,6.0,84.73,112.42,1,2,Away,Home,67.89,40.5,-7.07,13.89,57.91,23.61,9.83,23.88,50.79,0.74
128,65,Fremantle,Port Adelaide,76,11,10,94,13,16,Adelaide Oval,2014-05-10 13:10:00,8,0,2014,21,29,8,8,8,2014-05-10 13:40:00,-18,5.0,6.0,80.36,91.96,1,4,Away,Home,-10.32,16.09,46.75,17.58,-7.77,19.6,43.24,15.04,-29.28,0.35
129,65,Port Adelaide,Fremantle,94,13,16,76,11,10,Adelaide Oval,2014-05-10 13:10:00,8,0,2014,29,21,8,8,8,2014-05-10 13:40:00,18,6.0,5.0,91.96,80.36,4,1,Home,Away,46.75,17.58,-10.32,16.09,43.24,15.04,-7.77,19.6,29.28,0.65
130,66,Brisbane Lions,Essendon,57,8,9,65,9,11,Gabba,2014-05-10 16:40:00,8,0,2014,17,20,3,8,8,2014-05-10 16:40:00,-8,6.0,6.0,58.58,57.72,4,1,Home,Away,-49.86,-50.04,-22.7,20.02,-47.59,-35.37,-37.37,17.75,-48.61,0.26
131,66,Essendon,Brisbane Lions,65,9,11,57,8,9,Gabba,2014-05-10 16:40:00,8,0,2014,20,17,3,8,8,2014-05-10 16:40:00,8,6.0,6.0,57.72,58.58,1,4,Away,Home,-22.7,20.02,-49.86,-50.04,-37.37,17.75,-47.59,-35.37,48.61,0.74
132,67,Western Bulldogs,Melbourne,99,15,9,83,12,11,M.C.G.,2014-05-10 19:40:00,8,0,2014,24,23,1,8,8,2014-05-10 19:40:00,16,7.0,7.0,74.85,72.75,1,5,Away,Home,-8.68,-12.72,-56.2,7.42,-10.04,-15.32,-53.59,8.78,13.69,0.57
133,67,Melbourne,Western Bulldogs,83,12,11,99,15,9,M.C.G.,2014-05-10 19:40:00,8,0,2014,23,24,1,8,8,2014-05-10 19:40:00,-16,7.0,7.0,72.75,74.85,5,1,Home,Away,-56.2,7.42,-8.68,-12.72,-53.59,8.78,-10.04,-15.32,-13.69,0.43
134,68,Greater Western Sydney,West Coast,77,12,5,188,30,8,Subiaco,2014-05-11 14:40:00,8,0,2014,17,38,21,8,8,2014-05-11 16:40:00,-111,8.0,7.0,60.83,138.29,1,5,Away,Home,-5.72,-27.58,0.25,27.24,-9.0,-40.43,13.09,30.51,-30.39,0.35
135,68,West Coast,Greater Western Sydney,188,30,8,77,12,5,Subiaco,2014-05-11 14:40:00,8,0,2014,38,17,21,8,8,2014-05-11 16:40:00,111,7.0,8.0,138.29,60.83,5,1,Home,Away,0.25,27.24,-5.72,-27.58,13.09,30.51,-9.0,-40.43,30.39,0.65
136,69,St Kilda,Carlton,69,9,15,101,15,11,Docklands,2014-05-12 19:20:00,8,0,2014,24,26,2,8,8,2014-05-12 19:20:00,-32,9.0,9.0,76.49,90.97,5,4,Home,Away,-42.48,-18.81,1.42,-23.92,-42.86,-16.75,-0.64,-23.54,-19.4,0.4
137,69,Carlton,St Kilda,101,15,11,69,9,15,Docklands,2014-05-12 19:20:00,8,0,2014,26,24,2,8,8,2014-05-12 19:20:00,32,9.0,9.0,90.97,76.49,4,5,Away,Home,1.42,-23.92,-42.48,-18.81,-0.64,-23.54,-42.86,-16.75,19.4,0.6
138,70,Adelaide,Collingwood,76,10,16,55,7,13,Adelaide Oval,2014-05-15 19:20:00,9,0,2014,26,20,6,8,8,2014-05-15 19:50:00,21,12.0,13.0,88.76,66.06,5,1,Home,Away,19.81,1.62,10.93,28.47,21.67,9.25,3.3,26.61,-8.98,0.45
139,70,Collingwood,Adelaide,55,7,13,76,10,16,Adelaide Oval,2014-05-15 19:20:00,9,0,2014,20,26,6,8,8,2014-05-15 19:50:00,-21,13.0,12.0,66.06,88.76,1,5,Away,Home,10.93,28.47,19.81,1.62,3.3,26.61,21.67,9.25,8.98,0.55
140,71,Essendon,Sydney,64,9,10,114,18,6,Docklands,2014-05-16 19:50:00,9,0,2014,19,24,5,9,9,2014-05-16 19:50:00,-50,6.0,7.0,66.58,84.73,5,1,Home,Away,-37.37,17.75,9.83,23.88,-34.28,17.2,10.37,20.79,-26.67,0.36
141,71,Sydney,Essendon,114,18,6,64,9,10,Docklands,2014-05-16 19:50:00,9,0,2014,24,19,5,9,9,2014-05-16 19:50:00,50,7.0,6.0,84.73,66.58,1,5,Away,Home,9.83,23.88,-37.37,17.75,10.37,20.79,-34.28,17.2,26.67,0.64
142,72,Melbourne,Richmond,91,14,7,74,9,20,M.C.G.,2014-05-17 13:40:00,9,0,2014,21,29,8,9,8,2014-05-17 13:40:00,17,6.0,12.0,74.4,94.63,6,5,Away,Home,-53.59,8.78,-29.83,0.57,-49.22,0.68,-21.72,-3.81,-7.78,0.46
143,72,Richmond,Melbourne,74,9,20,91,14,7,M.C.G.,2014-05-17 13:40:00,9,0,2014,29,21,8,8,9,2014-05-17 13:40:00,-17,12.0,6.0,94.63,74.4,5,6,Home,Away,-29.83,0.57,-53.59,8.78,-21.72,-3.81,-49.22,0.68,7.78,0.54
144,73,North Melbourne,Brisbane Lions,125,17,23,38,6,2,Docklands,2014-05-17 16:40:00,9,0,2014,40,8,32,8,9,2014-05-17 16:40:00,87,13.0,7.0,143.78,26.67,5,1,Home,Away,-25.43,3.02,-47.59,-35.37,-9.87,13.48,-58.04,-50.92,30.27,0.65
145,73,Brisbane Lions,North Melbourne,38,6,2,125,17,23,Docklands,2014-05-17 16:40:00,9,0,2014,8,40,32,9,8,2014-05-17 16:40:00,-87,7.0,13.0,26.67,143.78,1,5,Away,Home,-47.59,-35.37,-25.43,3.02,-58.04,-50.92,-9.87,13.48,-30.27,0.35
146,74,Fremantle,Geelong,96,13,18,64,9,10,Subiaco,2014-05-17 17:40:00,9,0,2014,31,19,12,9,8,2014-05-17 19:40:00,32,7.0,13.0,106.0,55.96,5,1,Home,Away,-7.77,19.6,14.5,41.13,5.28,28.1,6.0,28.08,-21.9,0.39
147,74,Geelong,Fremantle,64,9,10,96,13,18,Subiaco,2014-05-17 17:40:00,9,0,2014,19,31,12,8,9,2014-05-17 19:40:00,-32,13.0,7.0,55.96,106.0,1,5,Away,Home,14.5,41.13,-7.77,19.6,6.0,28.08,5.28,28.1,21.9,0.61
148,75,St Kilda,Gold Coast,87,13,9,125,19,11,Docklands,2014-05-18 16:40:00,9,0,2014,22,30,8,9,8,2014-05-18 16:40:00,-38,5.0,14.0,77.05,107.95,6,2,Home,Away,-42.86,-16.75,15.3,-3.05,-39.84,-18.26,16.82,-6.07,-35.93,0.32
149,75,Gold Coast,St Kilda,125,19,11,87,13,9,Docklands,2014-05-18 16:40:00,9,0,2014,30,22,8,8,9,2014-05-18 16:40:00,38,14.0,5.0,107.95,77.05,2,6,Away,Home,15.3,-3.05,-42.86,-16.75,16.82,-6.07,-39.84,-18.26,35.93,0.68
150,76,Geelong,North Melbourne,111,16,15,91,13,13,GMHBA Stadium,2014-05-23 19:50:00,10,0,2014,31,26,5,9,9,2014-05-23 19:50:00,20,6.0,6.0,115.04,99.69,3,1,Home,Away,6.0,28.08,-9.87,13.48,14.36,19.75,-1.55,5.12,15.23,0.58
151,76,North Melbourne,Geelong,91,13,13,111,16,15,GMHBA Stadium,2014-05-23 19:50:00,10,0,2014,26,31,5,9,9,2014-05-23 19:50:00,-20,6.0,6.0,99.69,115.04,1,3,Away,Home,-9.87,13.48,6.0,28.08,-1.55,5.12,14.36,19.75,-15.23,0.42
152,77,Greater Western Sydney,Richmond,41,5,11,154,24,10,Sydney Showground,2014-05-24 13:40:00,10,0,2014,16,34,18,9,9,2014-05-24 13:40:00,-113,12.0,7.0,50.06,128.96,3,1,Home,Away,-9.0,-40.43,-21.72,-3.81,-17.97,-49.0,-13.15,5.16,-11.95,0.44
153,77,Richmond,Greater Western Sydney,154,24,10,41,5,11,Sydney Showground,2014-05-24 13:40:00,10,0,2014,34,16,18,9,9,2014-05-24 13:40:00,113,7.0,12.0,128.96,50.06,1,3,Away,Home,-21.72,-3.81,-9.0,-40.43,-13.15,5.16,-17.97,-49.0,11.95,0.56
154,78,Collingwood,West Coast,109,17,7,101,15,11,M.C.G.,2014-05-24 16:40:00,10,0,2014,24,26,2,9,9,2014-05-24 16:40:00,8,8.0,13.0,89.03,97.26,6,2,Home,Away,3.3,26.61,13.09,30.51,7.43,22.12,17.58,26.39,-6.85,0.46
155,78,West Coast,Collingwood,101,15,11,109,17,7,M.C.G.,2014-05-24 16:40:00,10,0,2014,26,24,2,9,9,2014-05-24 16:40:00,-8,13.0,8.0,97.26,89.03,2,6,Away,Home,13.09,30.51,3.3,26.61,17.58,26.39,7.43,22.12,6.85,0.54
156,79,Port Adelaide,Hawthorn,100,15,10,86,13,8,Adelaide Oval,2014-05-24 19:10:00,10,0,2014,25,21,4,9,9,2014-05-24 19:40:00,14,14.0,14.0,94.32,78.09,5,1,Home,Away,43.24,15.04,57.91,23.61,42.61,22.96,49.99,24.23,-11.62,0.44
157,79,Hawthorn,Port Adelaide,86,13,8,100,15,10,Adelaide Oval,2014-05-24 19:10:00,10,0,2014,21,25,4,9,9,2014-05-24 19:40:00,-14,14.0,14.0,78.09,94.32,1,5,Away,Home,57.91,23.61,43.24,15.04,49.99,24.23,42.61,22.96,11.62,0.56
158,80,Western Bulldogs,Gold Coast,74,10,14,119,18,11,Carrara,2014-05-25 15:20:00,10,0,2014,24,29,5,9,9,2014-05-25 15:20:00,-45,14.0,6.0,79.8,110.54,1,5,Away,Home,-10.04,-15.32,16.82,-6.07,-11.38,-17.31,18.8,-4.73,-18.06,0.41
159,80,Gold Coast,Western Bulldogs,119,18,11,74,10,14,Carrara,2014-05-25 15:20:00,10,0,2014,29,24,5,9,9,2014-05-25 15:20:00,45,6.0,14.0,110.54,79.8,5,1,Home,Away,16.82,-6.07,-10.04,-15.32,18.8,-4.73,-11.38,-17.31,18.06,0.59
160,81,Adelaide,Carlton,76,10,16,81,12,9,M.C.G.,2014-05-25 16:40:00,10,0,2014,26,21,5,9,9,2014-05-25 16:40:00,-5,9.0,12.0,93.83,75.65,1,5,Away,Home,21.67,9.25,-0.64,-23.54,17.57,10.9,-2.29,-19.44,27.55,0.64
161,81,Carlton,Adelaide,81,12,9,76,10,16,M.C.G.,2014-05-25 16:40:00,10,0,2014,21,26,5,9,9,2014-05-25 16:40:00,5,12.0,9.0,75.65,93.83,5,1,Home,Away,-0.64,-23.54,21.67,9.25,-2.29,-19.44,17.57,10.9,-27.55,0.36
162,82,Sydney,Geelong,148,22,16,38,5,8,S.C.G.,2014-05-29 19:10:00,11,0,2014,38,13,25,10,10,2014-05-29 19:10:00,110,12.0,5.0,138.37,38.76,3,1,Home,Away,10.37,20.79,14.36,19.75,23.24,31.08,4.06,6.87,-1.47,0.49
163,82,Geelong,Sydney,38,5,8,148,22,16,S.C.G.,2014-05-29 19:10:00,11,0,2014,13,38,25,10,10,2014-05-29 19:10:00,-110,5.0,12.0,38.76,138.37,1,3,Away,Home,14.36,19.75,10.37,20.79,4.06,6.87,23.24,31.08,1.47,0.51
164,83,St Kilda,Collingwood,54,8,6,140,21,14,Docklands,2014-05-30 19:50:00,11,0,2014,14,35,21,10,10,2014-05-30 19:50:00,-86,12.0,6.0,53.97,130.77,7,2,Home,Away,-39.84,-18.26,7.43,22.12,-40.28,-25.37,14.54,22.56,-43.82,0.28
165,83,Collingwood,St Kilda,140,21,14,54,8,6,Docklands,2014-05-30 19:50:00,11,0,2014,35,14,21,10,10,2014-05-30 19:50:00,86,6.0,12.0,130.77,53.97,2,7,Away,Home,7.43,22.12,-39.84,-18.26,14.54,22.56,-40.28,-25.37,43.82,0.72
166,84,Port Adelaide,Melbourne,95,14,11,75,11,9,Traeger Park,2014-05-31 13:10:00,11,0,2014,25,20,5,10,10,2014-05-31 13:40:00,20,6.0,14.0,81.9,80.5,1,1,Away,Home,42.61,22.96,-49.22,0.68,36.67,16.15,-42.41,6.62,57.06,0.77
167,84,Melbourne,Port Adelaide,75,11,9,95,14,11,Traeger Park,2014-05-31 13:10:00,11,0,2014,20,25,5,10,10,2014-05-31 13:40:00,-20,14.0,6.0,80.5,81.9,1,1,Home,Away,-49.22,0.68,42.61,22.96,-42.41,6.62,36.67,16.15,-57.06,0.23
168,85,Carlton,Brisbane Lions,91,13,13,98,14,14,Gabba,2014-05-31 16:40:00,11,0,2014,26,28,2,10,10,2014-05-31 16:40:00,-7,6.0,14.0,87.48,92.01,1,5,Away,Home,-2.29,-19.44,-58.04,-50.92,-7.73,-25.04,-52.44,-45.49,43.62,0.71
169,85,Brisbane Lions,Carlton,98,14,14,91,13,13,Gabba,2014-05-31 16:40:00,11,0,2014,28,26,2,10,10,2014-05-31 16:40:00,7,14.0,6.0,92.01,87.48,5,1,Home,Away,-58.04,-50.92,-2.29,-19.44,-52.44,-45.49,-7.73,-25.04,-43.62,0.29
170,86,Essendon,Richmond,104,15,14,54,7,12,M.C.G.,2014-05-31 19:45:00,11,0,2014,29,19,10,10,10,2014-05-31 19:45:00,50,14.0,7.0,98.12,51.18,3,6,Home,Away,-34.28,17.2,-13.15,5.16,-27.18,21.91,-17.85,-1.93,-4.54,0.48
171,86,Richmond,Essendon,54,7,12,104,15,14,M.C.G.,2014-05-31 19:45:00,11,0,2014,19,29,10,10,10,2014-05-31 19:45:00,-50,7.0,14.0,51.18,98.12,6,3,Away,Home,-13.15,5.16,-34.28,17.2,-17.85,-1.93,-27.18,21.91,4.54,0.52
172,87,Adelaide,Gold Coast,109,16,13,77,11,11,Adelaide Oval,2014-06-01 12:40:00,11,0,2014,29,22,7,10,10,2014-06-01 13:10:00,32,6.0,6.0,105.66,67.82,6,1,Home,Away,17.57,10.9,18.8,-4.73,19.32,16.17,13.53,-6.48,7.2,0.54
173,87,Gold Coast,Adelaide,77,11,11,109,16,13,Adelaide Oval,2014-06-01 12:40:00,11,0,2014,22,29,7,10,10,2014-06-01 13:10:00,-32,6.0,6.0,67.82,105.66,1,6,Away,Home,18.8,-4.73,17.57,10.9,13.53,-6.48,19.32,16.17,-7.2,0.46
174,88,Fremantle,Western Bulldogs,89,13,11,51,6,15,Docklands,2014-06-01 15:20:00,11,0,2014,24,21,3,10,10,2014-06-01 15:20:00,38,14.0,7.0,95.09,67.19,2,6,Away,Home,5.28,28.1,-11.38,-17.31,4.57,28.09,-11.37,-16.6,31.03,0.66
175,88,Western Bulldogs,Fremantle,51,6,15,89,13,11,Docklands,2014-06-01 15:20:00,11,0,2014,21,24,3,10,10,2014-06-01 15:20:00,-38,7.0,14.0,67.19,95.09,6,2,Home,Away,-11.38,-17.31,5.28,28.1,-11.37,-16.6,4.57,28.09,-31.03,0.34
176,89,Hawthorn,Greater Western Sydney,94,14,10,87,13,9,M.C.G.,2014-06-01 16:40:00,11,0,2014,24,22,2,10,10,2014-06-01 16:40:00,7,7.0,8.0,78.91,73.85,5,1,Home,Away,49.99,24.23,-17.97,-49.0,36.82,22.38,-16.12,-35.83,70.6,0.81
